Series ID,Date Reported,State (US),Carrier Type,Model Type,Reasons behind Tire Wear,Type Of Tire Wear,Max Load,Inflation Pressure,Overall Diameter
1223,17-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1224,18-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1225,19-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1226,20-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1227,21-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1228,22-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1229,23-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1230,24-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1231,25-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1232,26-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1233,27-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1234,28-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1235,29-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1236,30-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1237,31-08-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1238,01-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1239,02-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1240,03-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1241,04-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1242,05-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1243,06-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1244,07-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1245,08-09-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1246,09-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1247,10-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1248,11-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1249,12-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1250,13-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1251,14-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1252,15-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1253,16-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1254,17-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1255,18-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1256,19-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1257,20-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1258,21-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1259,22-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1260,23-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1261,24-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1262,25-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1263,26-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1264,27-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1265,28-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1266,29-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1267,30-09-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1268,01-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1269,02-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1270,03-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1271,04-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1272,05-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1273,06-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1274,07-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1275,08-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1276,09-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1277,10-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1278,11-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1279,12-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1280,13-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1281,14-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1282,15-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1283,16-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1284,17-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1285,18-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1286,19-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1287,20-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1288,21-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1289,22-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1290,23-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1291,24-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,35''
1292,25-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"1,500 lbs ",50 psi,35''
1293,26-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"1,500 lbs ",50 psi,35''
1294,27-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"1,500 lbs ",50 psi,35''
1295,28-10-2017,Nebraska,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"1,500 lbs ",50 psi,35''
1296,29-10-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1297,30-10-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1298,31-10-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1299,01-11-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1300,02-11-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1301,03-11-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1302,04-11-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1303,05-11-2017,Nebraska,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1304,06-11-2017,Ohio,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1305,07-11-2017,Ohio,Passenger,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1306,08-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1307,09-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1308,10-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1309,11-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1310,12-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1311,13-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1312,14-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1313,15-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1314,16-11-2017,Ohio,Farm,Z,Springs and ball joints issue,One Side Wear,"1,500 lbs ",50 psi,35''
1315,17-11-2017,Ohio,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1316,18-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1317,19-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1318,20-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1319,21-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1320,22-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1321,23-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1322,24-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1323,25-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1324,26-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1325,27-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1326,28-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1327,29-11-2017,Nebraska,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1328,30-11-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1329,01-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1330,02-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1331,03-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1332,04-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1333,05-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1334,06-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1335,07-12-2017,New York,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1336,08-12-2017,Ohio,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1337,09-12-2017,Ohio,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1338,10-12-2017,Ohio,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1339,11-12-2017,Ohio,Farm,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1340,12-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1341,13-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1342,14-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1343,15-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1344,16-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1345,17-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1346,18-12-2017,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1347,19-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1348,20-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,35''
1349,21-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1350,22-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1351,23-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1352,24-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1353,25-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1354,26-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1355,27-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1356,28-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1357,29-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1358,30-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1359,31-12-2017,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1360,01-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1361,02-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1362,03-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1363,04-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1364,05-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1365,06-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1366,07-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1367,08-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1368,09-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1369,10-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1370,11-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1371,12-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1372,13-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1373,14-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1374,15-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1375,16-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1376,17-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1377,18-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1378,19-01-2018,New York,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1379,20-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1380,21-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1381,22-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1382,23-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1383,24-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1384,25-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1385,26-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1386,27-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1387,28-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1388,29-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1389,30-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1390,31-01-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1391,01-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1392,02-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1393,03-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1394,04-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1395,05-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1396,06-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1397,07-02-2018,Texas,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1398,08-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1399,09-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1400,10-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1401,11-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1402,12-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1403,13-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1404,14-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1405,15-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1406,16-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1407,17-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1408,18-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1409,19-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1410,20-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1411,21-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1412,22-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1413,23-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1414,24-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1415,25-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1416,26-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1417,27-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1418,28-02-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1419,01-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1420,02-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1421,03-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1422,04-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1423,05-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1424,06-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1425,07-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1426,08-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1427,09-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1428,10-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1429,11-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1430,12-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1431,13-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1432,14-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1433,15-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1434,16-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1435,17-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1436,18-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1437,19-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1438,20-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1439,21-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1440,22-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1441,23-03-2018,Ohio,Passenger,Z,Misaligned vehicle,One Side Wear,"1,500 lbs ",50 psi,30''
1442,24-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1443,25-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1444,26-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1445,27-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1446,28-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1447,29-03-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1448,30-03-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1449,31-03-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"1,500 lbs ",50 psi,30''
1450,01-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1451,02-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1452,03-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1453,04-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1454,05-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1455,06-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1456,07-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
